SZG;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filial;N.Cilindro;Propriedade;Cod. Proprie;Loja Proprie;Nome Proprie;Capacidade;Dt.Fabric;Dt.Validade;Cod. Barras;Cil. Cond.;Dt.Cond.Cil.;Peso Cilindr;Org Inspetor;Bloqueado?;Fabricante;Filial Propr;Revisado?;N.Pinado Cil;N.Usado Cli.;Cod.Produto;Desc.Produto;Cod.Prod.BP3;Desc.Prod.P3;Status;Tp Embalagem;Cod.Memo 1;Dt.Inc.Cad.
1;4386;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/06/2014;01/06/2019;4386C005001062014;Nao;  /  /  ;57,2;SBI;Não;MAT SA ;;Sim;4386;4386;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4387;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/07/2014;01/04/2024;4387C0050010714;Nao;  /  /  ;54;SBI;Não;MAT SA ;;Sim;4387;4387;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;684522;  /  /  
1;4388;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/08/1983;10/12/2018;4388C0050010883;Nao;10/12/2018;53,1;SBI;Não;MAT SA ;;Sim;4388;4388;MT0000024;CILINDRO CAPACIDADE 50 KGS;EM0060012;CILINDRO CAPACIDADE 50 KGS;Em Uso      ;Cilindro;680269;  /  /  
1;4389;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/04/2015;01/04/2020;4389C0050010415;Nao;  /  /  ;53,1;SBI;Não;MAT SA ;;Sim;4389;4389;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;680269;  /  /  
1;4390;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/02/2014;12/02/2024;4390C005001022014;Nao;  /  /  ;53,1;SBI;Não;MAT SA ;;Sim;4390;4390;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;680269;  /  /  
1;4391;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/07/2015;01/07/2020;4391C0050010715;Nao;  /  /  ;56;SBI;Não;MAT SA ;;Sim;4391;4391;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4392;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/06/2017;01/06/2022;4392C0050010617;Nao;  /  /  ;53;SBI;Não;MAT SA ;;Sim;4392;4392;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4393;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/02/2016;01/02/2021;4393C005001022016;Nao;  /  /  ;58;SBI;Não;MAT SA ;;Sim;4393;4393;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4394;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/01/2016;01/01/2021;4394C005001012016;Nao;  /  /  ;55,8;SBI;Não;MAT SA ;;Sim;4394;4394;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4399;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;50;01/10/2014;01/10/2019;4399B0050011014;Nao;  /  /  ;56,3;SBI;Não;MAT SA ;;Sim;4399;4399;MI0060121;;;;Em Uso      ;Cilindro;;  /  /  
1;44;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/09/2015;01/09/2020;44B006801092015;Nao;  /  /  ;79,5;SBI;Não;MAT SA ;;Sim;44;44;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;4400;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/03/2014;01/03/2019;4400C0050010314;Nao;  /  /  ;53;SBI;Não;MAT SA ;;Sim;4400;4400;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4402;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/10/2015;01/10/2020;4402C005001102015;Nao;  /  /  ;55;SBI;Não;MAT SA ;;Sim;4402;4402;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4403;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/12/2014;01/12/2019;4403C005001122014;Nao;  /  /  ;54,6;SBI;Não;MAT SA ;;Sim;4403;4403;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4406;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/01/2014;29/01/2024;4406C005001012014;Nao;  /  /  ;53,3;SBI;Não;MAT SA ;;Sim;4406;4406;MT0000024;;;;Em Uso      ;Cilindro;678275;  /  /  
1;4408;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/05/2015;01/05/2020;4408C0050010515;Nao;  /  /  ;53,7;SBI;Não;MAT SA ;;Sim;4408;4408;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4410;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/03/2015;01/03/2020;4410C0050010315;Nao;  /  /  ;56;SBI;Não;MAT SA ;;Sim;4410;4410;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4412;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/03/2015;01/03/2020;4412C0050010315;Nao;  /  /  ;56;SBI;Não;MAT SA ;;Sim;4412;4412;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4413;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/07/2015;01/07/2020;4413C005001072015;Nao;  /  /  ;55,3;SBI;Não;MAT SA ;;Sim;4413;4413;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4415;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/06/2017;01/06/2022;4415C0050010617;Nao;  /  /  ;55,8;SBI;Não;MAT SA ;;Sim;4415;4415;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4420;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/06/2017;01/06/2022;4420C005001062017;Nao;  /  /  ;55,8;SBI;Não;MAT SA ;;Sim;4420;4420;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4421;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/05/2018;01/05/2023;4421C005001052018;Nao;  /  /  ;54;SBI;Não;MAT SA ;;Sim;4421;4421;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4422;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/11/2016;01/11/2021;4422C005001112016;Nao;  /  /  ;53,6;SBI;Não;MAT SA ;;Sim;4422;4422;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4424;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/03/2016;01/03/2021;4424C005001032016;Nao;  /  /  ;52;SBI;Não;MAT SA ;;Sim;4424;4424;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4427;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/04/2016;01/04/2021;4427C005001042016;Nao;  /  /  ;53,5;SBI;Não;MAT SA ;;Sim;4427;4427;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4428;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/11/2014;01/11/2019;4428C005001112014;Nao;  /  /  ;56,6;SBI;Não;MAT SA ;;Sim;4428;4428;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4429;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/07/2018;01/07/2023;4429C0050010718;Nao;  /  /  ;56,8;SBI;Não;MAT SA ;;Sim;4429;4429;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4430;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/01/2017;01/01/2022;4430C0050010117;Nao;  /  /  ;53;SBI;Não;MAT SA ;;Sim;4430;4430;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4431;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/05/2017;01/05/2022;4431C005001052017;Nao;  /  /  ;52,7;SBI;Não;MAT SA ;;Sim;4431;4431;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4437;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/08/2016;01/08/2021;4437C0050010816;Nao;  /  /  ;55;SBI;Não;MAT SA ;;Sim;4437;4437;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4439;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/02/2017;01/02/2022;4439C0050010217;Nao;  /  /  ;53;SBI;Não;MAT SA ;;Sim;4439;4439;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4439;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;02/02/2017;02/02/2022;4439C0050020217;Nao;  /  /  ;52;SBI;Não;MAT SA ;;Sim;E4439;E4439;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;444;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/03/2018;01/03/2023;444B006801032018;Nao;  /  /  ;70,9;SBI;Não;MAT SA ;;Sim;444;444;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;4444;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/05/2016;01/05/2021;4444C0050010516;Nao;  /  /  ;54;SBI;Não;MAT SA ;;Sim;4444;4444;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4445;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/10/2016;01/10/2021;4445C005001102016;Nao;  /  /  ;53;SBI;Não;MAT SA ;;Sim;4445;4445;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4449;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/09/2016;01/09/2021;4449C0050010916;Nao;  /  /  ;55;SBI;Não;MAT SA ;;Sim;4449;4449;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4451;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/02/2016;01/02/2021;4451C0050010216;Nao;  /  /  ;54;SBI;Não;MAT SA ;;Sim;4451;4451;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4453;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/10/2017;01/10/2022;4453C0050011017;Nao;  /  /  ;54;SBI;Não;MAT SA ;;Sim;4453;4453;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4457;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/10/2016;01/10/2021;4457C005001102016;Nao;  /  /  ;54;SBI;Não;MAT SA ;;Sim;4457;4457;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4459;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/08/2017;01/08/2022;4459C005001082017;Nao;  /  /  ;54;SBI;Não;MAT SA ;;Sim;4459;4459;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4469;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/04/2017;01/04/2022;4469C005001042017;Nao;  /  /  ;52,1;SBI;Não;MAT SA ;;Sim;4469;4469;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4486;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/02/2017;01/02/2022;4486C0050010217;Nao;  /  /  ;53;SBI;Não;MAT SA ;;Sim;4486;4486;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4488;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/05/2018;01/05/2023;4488C0050010518;Nao;  /  /  ;53,3;SBI;Não;MAT SA ;;Sim;4488;4488;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;45;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S/A;68;12/04/2019;12/04/2024;45B0068120419;Nao;  /  /  ;65,5;SBI;Não;MAT SA ;;Sim;HN45;HN45;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;12/04/2019
1;4500;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/05/2018;01/05/2023;4500C005001052018;Nao;  /  /  ;53,3;SBI;Não;MAT SA ;;Sim;4500;4500;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4501;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/01/2018;01/01/2023;4501C0050010118;Nao;  /  /  ;56;SBI;Não;MAT SA ;;;4501;4501;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4504;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/02/2018;01/02/2023;4504C005001022018;Nao;  /  /  ;54,1;SBI;Não;MAT SA ;;Sim;4504;4504;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4505;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/08/2016;01/08/2021;4505C0050010816;Nao;  /  /  ;54;SBI;Não;MAT SA ;;Sim;4505;4505;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;451;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/03/2018;01/03/2023;451B0068010318;Nao;  /  /  ;64,2;SBI;Não;MAT SA ;;Sim;451;451;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;4517;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/05/2016;01/05/2021;4517C005001052016;Nao;  /  /  ;54,7;SBI;Não;MAT SA ;;Sim;4517;4517;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4520;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;04/04/2016;04/04/2021;4520C0050040416;Nao;  /  /  ;54,5;SBI;Não;MAT SA ;;Sim;4520;4520;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4522;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/02/2015;01/02/2020;4522C005001022015;Nao;  /  /  ;53,7;SBI;Não;MAT SA ;;Sim;4522;4522;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4527;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/05/2017;01/05/2022;4527C005001052017;Nao;  /  /  ;54,5;SBI;Não;MAT SA ;;Sim;4527;4527;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;4531;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;50;01/11/2018;01/11/2023;4531C0050011118;Nao;  /  /  ;56;SBI;Não;MAT SA ;;;4531;4531;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;4557;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;50;01/10/2014;01/10/2019;4557B005001102014;Nao;  /  /  ;56,3;SBI;Não;MAT SA ;;Sim;4557;4557;MI0060121;;;;Em Uso      ;Cilindro;;  /  /  
1;4566;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;50;01/05/2015;01/05/2020;4566B0050010515;Nao;  /  /  ;53;SBI;Não;MAT SA ;;Sim;4566;4566;MI0060121;CILINDRO CAPACIDADE 50 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;4577;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;50;01/09/2015;01/09/2020;4577B0050010915;Nao;  /  /  ;54;SBI;Não;MAT SA ;;Sim;4577;4577;MI0060121;CILINDRO CAPACIDADE 50 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;459355;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/10/2016;01/10/2021;459355C006801102016;Nao;  /  /  ;86,2;SBI;Não;CILBRAS;;Sim;459355;459355;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;459356;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/03/2017;01/03/2022;459356C006801032017;Nao;  /  /  ;84,3;SBI;Não;CILBRAS;;Sim;459356;459356;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;459357;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/05/2017;01/05/2022;459357C006801052017;Nao;  /  /  ;85,3;SBI;Não;CILBRAS;;Sim;459357;459357;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;459358;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/03/2017;01/03/2022;459358C006801032017;Nao;  /  /  ;85,2;SBI;Não;CILBRAS;;Sim;459358;459358;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;459360;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/02/2016;01/02/2021;459360C006801022016;Nao;  /  /  ;84,1;SBI;Não;CILBRAS;;Sim;459360;459360;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;459361;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/03/2017;01/03/2022;459361C006801032017;Nao;  /  /  ;85,2;SBI;Não;CILBRAS;;Sim;459361;459361;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;459363;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/07/2017;01/07/2022;459363C0068010717;Nao;  /  /  ;84,7;SBI;Não;CILBRAS;;;459363;459363;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;459364;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/04/2017;01/04/2022;459364C0068010417;Nao;  /  /  ;83,8;SBI;Não;CILBRAS;;Sim;459364;459364;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;459365;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/04/2017;01/04/2022;459365C006801042017;Nao;  /  /  ;86,1;SBI;Não;GBC    ;;Sim;459365;459365;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;459439;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/05/2017;01/05/2022;459439C0068010517;Nao;  /  /  ;85;SBI;Não;CBC    ;;Sim;459439;459439;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;459440;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/05/2017;01/05/2022;459440C0068010517;Nao;  /  /  ;81,6;SBI;Não;CILBRAS;;;459440;459440;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;459441;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/04/2017;01/04/2022;459441C006801042017;Nao;  /  /  ;86;SBI;Não;CILBRAS;;Sim;459441;459441;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;45957;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/06/2014;01/06/2019;45957C005001062014;Nao;  /  /  ;52;SBI;Não;MAT SA ;;Sim;45957;45957;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;45958;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/08/2014;01/08/2019;45958C005001082014;Sim;20/05/2019;51,9;SBI;Sim;GBC    ;;Sim;45958;45958;MT0000024;CILINDRO CAPACIDADE 50 KGS;;;Bloqueado   ;Cilindro;;  /  /  
1;45959;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/01/2018;01/01/2023;45959C0050010118;Nao;  /  /  ;51;SBI;Não;MAT SA ;;;45959;45959;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;45960;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/09/2018;01/09/2023;45960C005001092018;Nao;  /  /  ;51;SBI;Não;GBC    ;;Sim;45960;45960;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;45962;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;50;01/10/2018;01/10/2023;45962C005001102018;Nao;  /  /  ;49,7;SBI;Não;GBC    ;;Sim;45962;45962;MT0000024;;;;Em Uso      ;Cilindro;;  /  /  
1;459635;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/04/2017;01/04/2022;459635C006801042017;Nao;  /  /  ;86,1;SBI;Não;CILBRAS;;Sim;459365;459365;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;45967;Cliente;1840;1;CAGEPA CIA AGUA E ESGOTOS DA PARAIBA;68;01/07/2018;01/07/2023;45967C0068010718;Nao;  /  /  ;75,5;SBI;Não;GBC    ;;Sim;45967;45967;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;460;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;50;01/11/2014;01/11/2019;460B005001112014;Nao;  /  /  ;53,3;SBI;Não;MAT SA ;;Sim;460;460;MI0060121;CILINDRO CAPACIDADE 50 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;46038;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/03/2017;01/03/2022;46038C006801032017;Nao;  /  /  ;83,6;SBI;Não;Gifel  ;;Sim;46038;46038;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;46041;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/12/2016;01/12/2021;46041C006801122016;Nao;  /  /  ;84;SBI;Não;Gifel  ;;Sim;46041;46041;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;46042;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/05/2017;01/05/2022;46042C006801052017;Nao;  /  /  ;84,4;SBI;Não;Gifel  ;G;Sim;46042;46042;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;46049;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/05/2015;01/05/2020;46049C006801052015;Nao;  /  /  ;84,2;SBI;Não;Gifel  ;;Sim;46049;46049;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;46050;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/09/2015;01/09/2020;46050C006801092015;Nao;  /  /  ;85,4;SBI;Não;Gifel  ;;Sim;46050;46050;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;46053;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/06/2014;01/06/2019;46053C006801062014;Nao;  /  /  ;82,3;SBI;Não;Gifel  ;;Sim;46053;46053;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;46055;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/07/2015;01/07/2020;46055C006801072015;Nao;  /  /  ;85,2;SBI;Não;Gifel  ;;Sim;46055;46055;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;46056;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/10/2014;01/10/2019;46056C006801102014;Nao;  /  /  ;84,3;SBI;Não;Gifel  ;;Sim;46056;46056;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;46057;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/10/2016;01/10/2021;46057C0068011016;Nao;  /  /  ;85,9;SBI;Não;Gifel  ;;Sim;46057;46057;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;46059;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/01/2017;01/01/2022;46059C006801012017;Nao;  /  /  ;84,2;SBI;Não;Gifel  ;;Sim;46059;46059;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;46060;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/05/2016;01/05/2021;46060C006801052016;Nao;  /  /  ;82,7;SBI;Não;Gifel  ;;Sim;46060;46060;MT0000025;CILINDRO CAPACIDADE 68 KGS;EM0060013;CILINDRO CAPACIDADE 68 KGS;Em Uso      ;Cilindro;;  /  /  
1;46061;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/05/2015;01/05/2020;46061C006801052015;Nao;  /  /  ;87,2;SBI;Não;Gifel  ;;Sim;46061;46061;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;46062;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/05/2015;01/05/2020;46062C0068010515;Sim;  /  /  ;84;SBI;Não;Gifel  ;;Sim;46062;46062;MT0000025;CILINDRO CAPACIDADE 68 KGS;EM0060013;CILINDRO CAPACIDADE 68 KGS;Em Uso      ;Cilindro;;  /  /  
1;46063;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/06/2016;01/06/2021;46063C006801062016;Nao;  /  /  ;80,9;SBI;Não;Gifel  ;;Sim;46063;46063;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
