SZG;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filial;N.Cilindro;Propriedade;Cod. Proprie;Loja Proprie;Nome Proprie;Capacidade;Dt.Fabric;Dt.Validade;Cod. Barras;Cil. Cond.;Dt.Cond.Cil.;Peso Cilindr;Org Inspetor;Bloqueado?;Fabricante;Filial Propr;Revisado?;N.Pinado Cil;N.Usado Cli.;Cod.Produto;Desc.Produto;Cod.Prod.BP3;Desc.Prod.P3;Status;Tp Embalagem;Cod.Memo 1;Dt.Inc.Cad.
1;1056;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/09/2015;01/09/2020;1056C0068010915;Nao;  /  /  ;77,4;SBI;Não;MAT SA ;;;1056;1056;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;1056;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/06/2016;01/06/2021;1056B006801062016;Nao;  /  /  ;62,8;SBI;Não;MAT SA ;;Sim;EIU1056;EIU1056;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;1056;Cliente;1840;1;CAGEPA CIA AGUA E ESGOTOS DA PARAIBA;68;01/11/2017;01/11/2022;1056C006801112017;Nao;  /  /  ;62,6;SBI;Não;MAT SA ;;Sim;BCH1056;BCH1056;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;10564;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;900;01/08/2008;02/05/2019;10564C090001082008;Nao;  /  /  ;737;SBI;Não;CBC    ;;Sim;10564;10564;MT0000026;CILINDRO CAPACIDADE 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;10567;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;900;01/10/2008;22/02/2024;10567C0900011008;Nao;  /  /  ;731;SBI;Não;CBC    ;;;10567;10567;MT0000026;;;;Em Uso      ;Cilindro;680958;  /  /  
1;1057;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/06/2016;01/06/2021;1057C006801062016;Nao;  /  /  ;77,6;SBI;Não;MAT SA ;;Sim;1057;1057;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;1057;Cliente;1840;1;CAGEPA CIA AGUA E ESGOTOS DA PARAIBA;68;01/11/2017;01/11/2022;1057C006801112017;Nao;  /  /  ;63,3;SBI;Não;MAT SA ;;Sim;BCH1057;BCH1057;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;1057;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/06/2016;01/06/2021;1057B006801062016;Nao;  /  /  ;61,9;SBI;Não;MAT SA ;;Sim;EIU1057;EIU1057;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;1057;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/10/2018;01/10/2023;1057B0068011018;Nao;  /  /  ;70;SBI;Não;MAT SA ;;Sim;EIT1057;EIT1057;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;10570;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;900;01/08/2008;07/05/2019;10570C0900010808;Nao;  /  /  ;734;SBI;Não;GBC    ;;Sim;10570;10570;MT0000026;;;;Em Uso      ;Cilindro;;  /  /  
1;10571;Cliente;1852;1;COMPESA CIA PERNAMBUCANA DE SANEAMENTO;900;01/08/2008;07/05/2019;10571C0900010808;Nao;  /  /  ;734;SBI;Não;GBC    ;;Sim;10571;10571;MT0000026;;;;Em Uso      ;Cilindro;;  /  /  
1;1058;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/02/2016;01/02/2021;1058B0068010216;Nao;  /  /  ;62,6;SBI;Não;MAT SA ;;;EIU1058;EIU1058;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;1058;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/08/2016;01/08/2021;1058C006801082016;Nao;  /  /  ;72,3;SBI;Não;MAT SA ;;Sim;1058;1058;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;105841;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/03/2018;01/03/2023;105841B006801032018;Nao;  /  /  ;71,9;SBI;Não;MAT SA ;;Sim;105841;105841;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;105846;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/03/2018;01/03/2023;105846B006801032018;Nao;  /  /  ;70;SBI;Não;CILBRAS;;Sim;105846;105846;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;105849;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S/A;68;01/03/2018;01/03/2023;105849B0068010318;Nao;  /  /  ;72;SBI;Não;MAT SA ;;Sim;105849;105849;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;12/04/2019
1;105851;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S/A;68;12/04/2019;12/04/2024;105851B0068120419;Nao;  /  /  ;72,9;SBI;Não;MAT SA ;;Sim;105851;105851;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;12/04/2019
1;105852;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/03/2018;01/03/2023;105852B006801032018;Nao;  /  /  ;72,4;SBI;Não;CILBRAS;;Sim;105852;105852;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;1059;Cliente;1810;1;SERVICO AUTONOMO AGUA E ESGOTO - QUIXERAMOBIM;68;01/07/2017;01/07/2022;1059C006801072017;Nao;  /  /  ;64,5;SBI;Não;MAT SA ;;Sim;BCH1059;BCH1059;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;1059;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/06/2016;01/06/2021;1059B006801062016;Nao;  /  /  ;62;SBI;Não;MAT SA ;;Sim;EIU1059;EIU1059;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;1059;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/12/2016;01/12/2021;1059C006801122016;Nao;  /  /  ;78;SBI;Não;MAT SA ;;Sim;1059;1059;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;10591;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;900;16/12/2014;16/12/2019;10591C090016122014;Nao;  /  /  ;737;SBI;Não;CBC    ;;Sim;10591;10591;MT0000026;CILINDRO CAPACIDADE 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;10592;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;09/02/2020;10592B090001122009;Nao;  /  /  ;739;SBI;Não;CBC    ;;Sim;10592;10592;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10593;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;11/05/2019;11/05/2024;10593B0900110519;Nao;  /  /  ;740;SBI;Não;CBC    ;;Sim;10593;10593;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10595;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;06/01/2020;10595B090001122009;Nao;  /  /  ;741;SBI;Não;CBC    ;;Sim;10595;10595;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10596;Cliente;1917;1;CASAL CIA ABAST AGUA E SANEA  DE ALAGOAS;900;01/02/2009;05/03/2020;10596C090001022009;Nao;  /  /  ;738;SBI;Não;CBC    ;;Sim;10596;10596;MT0000026;;;;Em Uso      ;Cilindro;;  /  /  
1;1060;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/05/2016;01/05/2021;1060B0068010516;Nao;  /  /  ;61,2;SBI;Não;MAT SA ;;Sim;EIU1060;EIU1060;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;10603;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;03/12/2019;10603B0900011209;Nao;  /  /  ;746;SBI;Não;CBC    ;;Sim;10603;10603;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10604;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;09/02/2020;10604B0900011209;Nao;  /  /  ;751;SBI;Não;CBC    ;;;10604;10604;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10608;Cliente;1917;1;CASAL CIA ABAST AGUA E SANEA  DE ALAGOAS;900;27/01/2015;27/01/2020;10608C090027012015;Nao;  /  /  ;740;SBI;Não;CBC    ;;Sim;10608;10608;MT0000026;CILINDRO CAPACIDADE 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;10609;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;06/01/2020;10609B090001122009;Nao;  /  /  ;737;SBI;Não;CBC    ;;Sim;10609;10609;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;1061;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/05/2016;01/05/2021;1061B006801052016;Nao;  /  /  ;61,2;SBI;Não;MAT SA ;;Sim;EIU1061;EIU1061;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;10610;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;18/11/2019;10610B0900011209;Nao;  /  /  ;731;SBI;Não;CBC    ;;;10610;10610;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10612;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S.A;900;01/12/2009;02/10/2020;10612B0900011209;Nao;  /  /  ;733;SBI;Não;GBC    ;;Sim;10612;10612;MI0060113;CILINDRO CAP. 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;10613;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;15/01/2020;10613B0900011209;Nao;  /  /  ;702;SBI;Não;CBC    ;;Sim;10613;10613;MI0060113;CILINDRO CAP. 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;10615;Cliente;1917;1;CASAL CIA ABAST AGUA E SANEA  DE ALAGOAS;900;01/12/2009;06/01/2020;10615C0900011209;Nao;  /  /  ;734;SBI;Não;CBC    ;;Sim;10615;10615;MT0000026;CILINDRO CAPACIDADE 900 KGS;;;Em Uso      ;Cilindro;;25/05/2019
1;10616;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;06/01/2020;10616B090001122009;Nao;  /  /  ;730;SBI;Não;CBC    ;;Sim;10616;10616;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10619;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;04/11/2014;05/11/2019;10619B0900041114;Nao;  /  /  ;789;SBI;Não;CBC    ;;Sim;10619;10619;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;1062;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/05/2016;01/05/2021;1062B0068010516;Nao;  /  /  ;62;SBI;Não;MAT SA ;;;EIU1062;EIU1062;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;10623;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;900;01/05/2009;16/12/2019;10623C090001052009;Nao;  /  /  ;741;SBI;Não;CBC    ;;Sim;10623;10623;MT0000026;;;;Em Uso      ;Cilindro;;  /  /  
1;10624;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;06/01/2020;10624B090001122009;Nao;  /  /  ;740;SBI;Não;CBC    ;;Sim;10624;10624;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10627;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;28/04/2020;10627B090001122009;Nao;  /  /  ;743;SBI;Não;CBC    ;;Sim;10627;10627;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10628;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;20/10/2020;10628B090001122009;Nao;  /  /  ;740;SBI;Não;CBC    ;;Sim;10628;10628;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10629;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;900;01/05/2009;16/12/2019;10629C090001052009;Nao;  /  /  ;735;SBI;Não;CBC    ;;Sim;10629;10629;MT0000026;;;;Em Uso      ;Cilindro;;  /  /  
1;1063;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S.A;68;01/10/2016;01/10/2021;1063B0068011016;Nao;  /  /  ;62;SBI;Não;MAT SA ;;Sim;EIU1063;EIU1063;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;10631;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;08/06/2015;08/06/2020;10631B090008062015;Nao;  /  /  ;742;SBI;Não;CBC    ;;Sim;10631;10631;MI0060113;CILINDRO CAP. 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;10633;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2014;01/12/2019;10633B0900011214;Nao;  /  /  ;739;SBI;Não;CBC    ;;;1940;1940;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10634;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;27/01/2020;10634B0900011209;Nao;  /  /  ;737;SBI;Não;CBC    ;;;10634;10634;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10635;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;18/11/2019;10635B0900011209;Nao;  /  /  ;737;SBI;Não;CBC    ;;Sim;10635;10635;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10636;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;20/05/2020;10636B090001122009;Nao;  /  /  ;736;SBI;Não;CBC    ;;Sim;10636;10636;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10637;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;900;16/12/2014;16/12/2019;10637C090016122014;Nao;  /  /  ;683;SBI;Não;CBC    ;;Sim;10637;10637;MT0000026;CILINDRO CAPACIDADE 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;10639;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;900;01/05/2009;16/12/2019;10639C0900010509;Nao;  /  /  ;735;SBI;Não;CBC    ;;;10639;10639;MT0000026;;;;Em Uso      ;Cilindro;;  /  /  
1;1064;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/05/2016;01/05/2021;1064B006801052016;Nao;  /  /  ;61,9;SBI;Não;MAT SA ;;Sim;EIU1064;EIU1064;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;1064;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/02/2018;01/02/2023;1064C006801022018;Nao;  /  /  ;79,8;SBI;Não;MAT SA ;;Sim;1064;1064;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;10640;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;900;01/05/2009;16/12/2019;10640C0900010509;Nao;  /  /  ;738;SBI;Não;CBC    ;;Sim;10640;10640;MT0000026;;;;Em Uso      ;Cilindro;;  /  /  
1;10641;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;900;01/05/2009;16/12/2019;10641C090001052009;Nao;  /  /  ;738;SBI;Não;CBC    ;;Sim;10641;10641;MT0000026;;;;Em Uso      ;Cilindro;;  /  /  
1;10642;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;26/02/2020;10642B090001122009;Nao;  /  /  ;745;SBI;Não;CBC    ;;Sim;10642;10642;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10643;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;09/02/2015;09/02/2020;10643B090009022015;Nao;  /  /  ;739;SBI;Não;CBC    ;;Sim;10643;10643;MI0060113;CILINDRO CAP. 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;10645;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;27/01/2020;10645B090001122009;Nao;  /  /  ;740;SBI;Não;CBC    ;;Sim;10645;10645;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10646;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;02/01/2020;10646B0900011209;Nao;  /  /  ;735;SBI;Não;CBC    ;;;10646;10646;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10649;Cliente;1917;1;CASAL CIA ABAST AGUA E SANEA  DE ALAGOAS;900;02/12/2009;15/01/2020;10649C0900021209;Nao;  /  /  ;752;SBI;Não;CBC    ;;;10649;10649;MT0000026;;;;Em Uso      ;Cilindro;;  /  /  
1;1065;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/05/2016;01/05/2021;1065B006801052016;Nao;  /  /  ;63;SBI;Não;MAT SA ;;Sim;EIU1065;EIU1065;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;1065;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/09/2016;01/09/2021;1065C006801092016;Nao;  /  /  ;76,4;SBI;Não;MAT SA ;;Sim;1065;1065;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;10651;Cliente;1813;1;SERVICO AUTONOMO DE AGUA E ESGOTO  SOBRAL;900;01/09/2014;01/09/2019;10651C090001092014;Nao;  /  /  ;733;SBI;Não;CBC    ;;Sim;10651;10651;MT0000026;CILINDRO CAPACIDADE 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;10652;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;15/01/2020;10652B0900011209;Nao;  /  /  ;728;SBI;Não;CBC    ;;Sim;10652;10652;MI0060113;CILINDRO CAP. 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;10654;Cliente;1917;1;CASAL CIA ABAST AGUA E SANEA  DE ALAGOAS;900;01/03/2015;01/03/2020;10654C090001032015;Nao;  /  /  ;738;SBI;Não;CBC    ;;Sim;10654;10654;MT0000026;CILINDRO CAPACIDADE 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;106541;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/05/2017;01/05/2022;106541C006801052017;Nao;  /  /  ;72,4;SBI;Não;GBC    ;;Sim;106541;106541;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;106542;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/10/2017;01/10/2022;106542C006801102017;Nao;  /  /  ;75;SBI;Não;GBC    ;;Sim;106542;106542;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;106544;Cliente;1763;1;CAGECE CIA AGUA E ESGOTO DO CEARA;68;01/03/2017;01/03/2022;106544C006801032017;Nao;  /  /  ;72,5;SBI;Não;GBC    ;;Sim;106544;106544;MT0000025;CILINDRO CAPACIDADE 68 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;106547;Cliente;1840;1;CAGEPA CIA AGUA E ESGOTOS DA PARAIBA;68;01/08/2016;01/08/2021;106547C0068010816;Nao;  /  /  ;72,8;SBI;Não;GBC    ;;Sim;106547;106547;MT0000025;;;;Em Uso      ;Cilindro;;  /  /  
1;106549;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/06/2017;01/06/2022;106549B0068010617;Nao;  /  /  ;70,1;SBI;Não;GBC    ;;Sim;106549;106549;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;10655;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;18/11/2019;10655B090001122009;Nao;  /  /  ;741;SBI;Não;CBC    ;;Sim;10655;10655;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;10656;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;900;01/05/2009;16/12/2019;10656C0900010509;Nao;  /  /  ;735;SBI;Não;CBC    ;;;10656;10656;MT0000026;;;;Em Uso      ;Cilindro;;  /  /  
1;10659;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/01/2009;01/01/2019;10659B0900010109;Nao;  /  /  ;741;SBI;Não;CBC    ;;Sim;10659;10659;MI0060113;CILINDRO CAP. 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;1066;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/03/2016;01/03/2021;1066B0068010316;Nao;  /  /  ;64,1;SBI;Não;MAT SA ;;;1066;1066;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;1066;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/04/2011;01/04/2021;1066B0068010411;Nao;  /  /  ;64,1;SBI;Não;MAT SA ;;Sim;EIU1066;EIU1066;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;10666;Cliente;1827;1;COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE;900;01/05/2009;16/12/2019;10666C0900010509;Nao;  /  /  ;735;SBI;Não;CBC    ;;;10666;10666;MT0000026;;;;Em Uso      ;Cilindro;;  /  /  
1;1067;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/01/2017;01/01/2022;1067B006801012017;Nao;  /  /  ;61,9;SBI;Não;MAT SA ;;Sim;EIU1067;EIU1067;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;1068;Cliente;1810;1;SERVICO AUTONOMO AGUA E ESGOTO - QUIXERAMOBIM;68;01/07/2017;01/07/2022;1068C006801072017;Nao;  /  /  ;62,3;SBI;Não;MAT SA ;;Sim;BCH1068;BCH1068;MT0000025;CILINDRO CAPACIDADE 68 KGS;EM0060013;CILINDRO CAPACIDADE 68 KGS;Em Uso      ;Cilindro;;  /  /  
1;1068;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/04/2011;01/09/2021;1068B0068010411;Nao;  /  /  ;61,6;SBI;Não;MAT SA ;;;EIU1068;EIU1068;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;10686;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/05/2009;01/11/2019;10686B0900010509;Nao;  /  /  ;733;SBI;Não;CBC    ;;Sim;10686;10686;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;1069;Cliente;1810;1;SERVICO AUTONOMO AGUA E ESGOTO - QUIXERAMOBIM;68;01/11/2017;01/11/2022;1069C006801112017;Nao;  /  /  ;62,5;SBI;Não;MAT SA ;;Sim;BCH1069;BCH1069;MT0000025;CILINDRO CAPACIDADE 68 KGS;EM0060013;CILINDRO CAPACIDADE 68 KGS;Em Uso      ;Cilindro;;  /  /  
1;1069;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/07/2016;01/07/2021;1069B0068010716;Nao;  /  /  ;63;SBI;Não;MAT SA ;;Sim;EIU1069;EIU1069;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;10691;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/12/2009;21/06/2023;10691B0900011209;Nao;  /  /  ;738;SBI;Não;CBC    ;;Sim;10691;10691;MI0060113;CILINDRO CAP. 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;1070;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/06/2016;01/06/2021;1070B0068010616;Nao;  /  /  ;62,1;SBI;Não;MAT SA ;;Sim;EIU1070;EIU1070;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;10708;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/02/2010;23/06/2020;10708B0900010210;Nao;  /  /  ;737;SBI;Não;CBC    ;;Sim;10708;10708;MI0060113;CILINDRO CAP. 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;1071;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S.A;68;01/04/2016;01/04/2021;1071B006801042016;Nao;  /  /  ;62;SBI;Não;MAT SA ;;Sim;EIU1071;EIU1071;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;10718;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/02/2010;31/03/2020;10718B0900010210;Nao;  /  /  ;740;SBI;Não;CBC    ;;Sim;10718;10718;MI0060113;CILINDRO CAP. 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;1072;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/03/2016;01/03/2021;1072B0068010316;Nao;  /  /  ;62;SBI;Não;MAT SA ;;Sim;EIU1072;EIU1072;MI0060120;;;;Em Uso      ;Cilindro;;  /  /  
1;10720;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;28/04/2015;28/04/2020;10720B0900280415;Nao;  /  /  ;738;SBI;Não;CBC    ;;Sim;10720;10720;MI0060113;CILINDRO CAP. 900 KGS;;;Em Uso      ;Cilindro;;  /  /  
1;1072007;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/11/2013;01/11/2018;1072007B0068011113;Sim;  /  /  ;71,3;SBI;Sim;CILBRAS;;Sim;1072007;1072007;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Bloqueado   ;Cilindro;;  /  /  
1;1072009;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/04/2015;01/04/2020;1072009B006801042015;Nao;  /  /  ;72,1;SBI;Não;CILBRAS;;Sim;1072009;1072009;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;10721;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/03/2010;02/06/2020;10721B0900010310;Nao;  /  /  ;747;SBI;Não;CBC    ;;Sim;10721;10721;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
1;1074;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;68;01/04/2016;01/04/2021;1074B0068010416;Nao;  /  /  ;63,4;SBI;Não;MAT SA ;;Sim;EIU1074;EIU1074;MI0060120;CILINDRO CAPACIDADE 68 / KG;;;Em Uso      ;Cilindro;;  /  /  
1;10743;Sabara ;1940;1;SABARA QUIMICOS E INGREDIENTES S A;900;01/02/2010;15/01/2020;10743B090001022010;Nao;  /  /  ;741;SBI;Não;CBC    ;;Sim;10743;10743;MI0060113;;;;Em Uso      ;Cilindro;;  /  /  
